chronic_id,records,observed_episodes,first_record_index,last_record_index,minimum_timestep,maximum_timestep,mean_max_rho,mean_disconnected_lines,normal_records,overload_records,line_trip_records,cascade_records
25464,2,1,283098,283099,4,6,0.78411,0.0,2,0,0,0
25465,6,1,283100,283105,19,102,1.103294,1.0,3,3,0,0
25466,4,1,283106,283109,3,56,1.414068,1.5,0,4,0,0
25467,8,1,283110,283117,1,31,1.251744,1.625,1,7,0,0
25468,4,1,283118,283121,37,40,1.034771,1.5,0,4,0,0
25469,10,1,283122,283131,18,131,1.128721,2.0,2,8,0,0
25470,10,1,283132,283141,24,185,1.200639,1.9,3,7,0,0
25471,15,1,283142,283156,32,529,1.085696,1.2,5,10,0,0
25472,4,1,283157,283160,60,89,0.804069,0.0,4,0,0,0
25473,1,1,283161,283161,57,57,0.808251,0.0,1,0,0,0
25474,8,1,283162,283169,29,112,1.077971,1.0,2,6,0,0
25475,7,1,283170,283176,3,127,1.272092,1.714286,1,6,0,0
25476,7,1,283177,283183,2,239,1.165286,0.571429,4,3,0,0
25477,4,1,283184,283187,20,236,1.337318,0.5,2,2,0,0
25478,3,1,283188,283190,2,14,1.007779,0.666667,1,2,0,0
25479,12,1,283191,283202,15,438,1.026257,0.833333,6,6,0,0
25480,4,1,283203,283206,89,98,1.036909,1.0,2,2,0,0
25481,4,1,283207,283210,26,76,0.841373,0.0,4,0,0,0
25482,3,1,283211,283213,17,31,1.488003,1.333333,1,2,0,0
25483,8,1,283214,283221,2,159,1.314329,1.5,2,6,0,0
25484,7,1,283222,283228,32,113,1.181478,1.142857,3,4,0,0
25485,2,1,283229,283230,14,15,1.929575,2.0,0,2,0,0
25488,6,1,283231,283236,25,77,1.070137,1.333333,0,6,0,0
25489,11,1,283237,283247,14,240,1.040865,1.545455,3,8,0,0
25491,5,1,283248,283252,4,94,0.911239,0.4,3,2,0,0
25492,2,1,283253,283254,11,12,1.083472,1.5,0,2,0,0
25493,5,1,283255,283259,2,84,1.212112,0.8,3,2,0,0
25495,2,1,283260,283261,8,9,1.836546,1.0,0,2,0,0
25496,1,1,283262,283262,74,74,0.786373,0.0,1,0,0,0
25497,2,1,283263,283264,16,17,1.127622,2.0,0,2,0,0
25498,3,1,283265,283267,2,4,1.105557,1.0,1,2,0,0
25499,1,1,283268,283268,41,41,1.834203,1.0,0,1,0,0
25500,12,1,283269,283280,7,60,1.22708,2.666667,0,12,0,0
25502,3,1,283281,283283,28,32,1.43213,0.666667,1,2,0,0
25503,5,1,283284,283288,6,94,1.277335,1.2,1,4,0,0
25504,2,1,283289,283290,2,3,1.0633,1.0,0,2,0,0
25505,2,1,283291,283292,19,97,0.852202,0.0,2,0,0,0
25506,3,1,283293,283295,5,41,1.388227,0.666667,1,2,0,0
25508,9,1,283296,283304,14,171,1.028896,0.888889,5,4,0,0
25509,7,1,283305,283311,24,53,1.101486,0.714286,2,5,0,0
25510,3,1,283312,283314,26,188,1.542485,0.666667,1,2,0,0
25511,1,1,283315,283315,1,1,1.005757,1.0,0,1,0,0
25512,3,1,283316,283318,23,49,0.937229,2.666667,1,2,0,0
25513,4,1,283319,283322,28,76,0.895759,1.0,2,2,0,0
25514,4,1,283323,283326,4,88,1.101071,1.0,2,2,0,0
25515,2,1,283327,283328,1,2,1.611717,1.0,0,2,0,0
25516,4,1,283329,283332,16,70,0.984183,0.75,1,3,0,0
25517,10,1,283333,283342,13,214,1.059954,1.0,4,6,0,0
25520,7,1,283343,283349,3,60,1.205064,0.714286,2,5,0,0
25521,6,1,283350,283355,59,64,1.12264,4.0,0,6,0,0
25522,10,1,283356,283365,93,276,1.115074,0.6,4,6,0,0
25523,2,1,283366,283367,0,1,1.14083,1.0,0,2,0,0
25524,2,1,283368,283369,15,16,1.873455,1.0,0,2,0,0
25525,1,1,283370,283370,7,7,0.839134,0.0,1,0,0,0
25526,1,1,283371,283371,2,2,0.833833,0.0,1,0,0,0
25527,1,1,283372,283372,24,24,0.850204,0.0,1,0,0,0
25528,2,1,283373,283374,12,13,1.781296,1.0,0,2,0,0
25529,12,1,283375,283386,10,98,1.043481,0.916667,7,5,0,0
25530,3,1,283387,283389,77,83,1.507811,0.666667,1,2,0,0
25531,3,1,283390,283392,16,163,1.14568,1.666667,1,2,0,0
25532,9,1,283393,283401,24,79,1.143747,1.777778,0,9,0,0
25533,2,1,283402,283403,75,76,1.88087,2.0,0,2,0,0
25534,3,1,283404,283406,31,62,1.363559,0.666667,1,2,0,0
25535,3,1,283407,283409,65,101,1.155205,2.0,1,2,0,0
25536,3,1,283410,283412,11,60,1.456931,0.666667,1,2,0,0
25537,4,1,283413,283416,11,175,1.414922,1.25,1,3,0,0
25538,9,1,283417,283425,2,113,1.224634,1.111111,3,6,0,0
25539,4,1,283426,283429,15,83,1.039087,0.5,2,2,0,0
25540,6,1,283430,283435,3,67,1.324545,1.166667,1,5,0,0
25541,6,1,283436,283441,6,11,1.262802,4.0,0,6,0,0
25542,2,1,283442,283443,77,78,1.80044,1.0,0,2,0,0
25543,7,1,283444,283450,72,166,1.156518,2.857143,1,6,0,0
25544,4,1,283451,283454,21,80,1.30104,0.5,2,2,0,0
25545,1,1,283455,283455,10,10,0.870791,0.0,1,0,0,0
25546,8,1,283456,283463,53,82,1.196707,3.75,0,8,0,0
25547,4,1,283464,283467,46,50,1.046268,2.0,0,4,0,0
25548,2,1,283468,283469,57,58,1.88193,4.0,0,2,0,0
25549,1,1,283470,283470,58,58,1.208269,2.0,0,1,0,0
25550,4,1,283471,283474,64,67,1.166123,1.5,0,4,0,0
25551,7,1,283475,283481,7,53,1.292197,3.0,0,7,0,0
25552,3,1,283482,283484,3,52,0.965973,2.0,1,2,0,0
25553,4,1,283485,283488,8,11,1.042502,1.75,0,4,0,0
25554,4,1,283489,283492,14,22,1.097562,1.0,0,4,0,0
25555,2,1,283493,283494,159,160,1.693351,1.0,0,2,0,0
25556,6,1,283495,283500,100,225,1.047753,2.0,2,4,0,0
25557,3,1,283501,283503,0,19,1.538205,0.666667,1,2,0,0
25558,7,1,283504,283510,13,26,1.102466,2.714286,1,6,0,0
25560,5,1,283511,283515,63,142,1.048186,0.8,1,4,0,0
25561,2,1,283516,283517,0,1,1.797749,1.0,0,2,0,0
25562,8,1,283518,283525,11,55,1.050101,2.625,3,5,0,0
25563,7,1,283526,283532,3,98,1.137607,1.571429,0,7,0,0
25564,11,1,283533,283543,25,247,1.036098,1.272727,2,9,0,0
25565,2,1,283544,283545,64,65,1.82825,1.0,0,2,0,0
25566,12,1,283546,283557,26,280,0.963421,0.583333,7,5,0,0
25568,7,1,283558,283564,34,207,0.98728,1.0,2,5,0,0
25569,9,1,283565,283573,22,186,1.032956,1.0,3,6,0,0
25570,4,1,283574,283577,1,47,1.045224,0.5,2,2,0,0
25571,3,1,283578,283580,28,30,1.017768,0.666667,1,2,0,0
25572,5,1,283581,283585,73,220,0.880873,0.4,3,2,0,0
25573,5,1,283586,283590,27,143,1.280051,0.8,1,4,0,0
25574,3,1,283591,283593,6,14,0.99674,1.333333,1,2,0,0
25576,4,1,283594,283597,27,114,1.319885,1.5,2,2,0,0
25577,3,1,283598,283600,33,70,1.606761,1.0,0,3,0,0
25578,5,1,283601,283605,8,143,1.119927,0.4,3,2,0,0
25579,10,1,283606,283615,1,99,1.099927,1.6,0,10,0,0
25580,4,1,283616,283619,8,89,0.882755,0.25,3,1,0,0
25581,2,1,283620,283621,12,13,1.422926,1.0,0,2,0,0
25582,2,1,283622,283623,6,7,1.566295,1.0,0,2,0,0
25583,4,1,283624,283627,129,162,0.951285,1.0,2,2,0,0
25584,5,1,283628,283632,21,385,0.674534,0.0,5,0,0,0
25585,15,1,283633,283647,3,303,0.927062,0.733333,6,9,0,0
25586,30,1,283648,283677,42,771,1.022198,0.7,11,19,0,0
25587,2,1,283678,283679,7,8,1.209916,1.0,0,2,0,0
25588,12,1,283680,283691,13,513,0.904318,0.333333,6,6,0,0
25589,11,1,283692,283702,40,620,0.792988,0.181818,9,2,0,0
25590,2,1,283703,283704,56,57,1.814605,1.0,0,2,0,0
25591,10,1,283705,283714,9,197,0.983709,0.4,6,4,0,0
25592,3,1,283715,283717,81,161,1.296756,1.333333,1,2,0,0
25593,7,1,283718,283724,27,226,1.041924,0.857143,5,2,0,0
25595,2,1,283725,283726,12,13,1.656206,1.0,0,2,0,0
25596,1,1,283727,283727,137,137,0.641926,0.0,1,0,0,0
25597,21,1,283728,283748,105,577,0.8779,0.380952,14,7,0,0
25598,19,1,283749,283767,63,638,0.942451,0.894737,11,8,0,0
25599,4,1,283768,283771,54,154,0.902752,0.5,2,2,0,0
25600,2,1,283772,283773,13,14,1.884043,2.0,0,2,0,0
25601,11,1,283774,283784,5,457,0.916971,0.181818,5,6,0,0
25602,3,1,283785,283787,8,20,1.409341,1.333333,1,2,0,0
25603,6,1,283788,283793,39,159,1.107536,1.0,0,6,0,0
25604,2,1,283794,283795,12,13,1.317592,1.5,0,2,0,0
25605,4,1,283796,283799,45,58,1.006342,2.5,0,4,0,0
25606,6,1,283800,283805,31,36,1.30749,2.666667,0,6,0,0
25607,10,1,283806,283815,64,354,0.960593,0.6,4,6,0,0
25609,2,1,283816,283817,14,119,0.757797,0.0,2,0,0,0
25610,6,1,283818,283823,70,275,0.831834,0.333333,5,1,0,0
25611,9,1,283824,283832,35,313,1.200093,2.0,4,5,0,0
25612,6,1,283833,283838,6,37,1.047905,0.0,0,6,0,0
25613,8,1,283839,283846,12,208,1.150615,1.5,2,6,0,0
25614,6,1,283847,283852,9,38,1.023504,0.333333,0,6,0,0
25615,4,1,283853,283856,11,30,1.141143,2.0,0,4,0,0
25616,12,1,283857,283868,17,537,1.045956,0.5,4,8,0,0
25617,5,1,283869,283873,6,338,0.954381,1.6,3,2,0,0
25618,44,1,283874,283917,241,2258,0.970491,0.795455,24,20,0,0
25619,6,1,283918,283923,12,17,1.400628,2.666667,0,6,0,0
25620,4,1,283924,283927,21,245,0.765601,0.0,4,0,0,0
25621,1,1,283928,283928,101,101,0.623012,0.0,1,0,0,0
25622,6,1,283929,283934,8,13,1.454765,2.333333,0,6,0,0
25623,11,1,283935,283945,89,247,1.066688,1.454545,5,6,0,0
25625,15,1,283946,283960,6,210,0.967988,1.0,7,8,0,0
25626,16,1,283961,283976,20,814,0.670174,0.0,16,0,0,0
25627,6,1,283977,283982,41,46,1.209452,2.0,0,6,0,0
25628,3,1,283983,283985,40,137,0.898494,0.666667,1,2,0,0
25629,8,1,283986,283993,0,302,0.94524,0.25,6,2,0,0
25630,5,1,283994,283998,11,234,0.943022,0.8,3,2,0,0
25631,3,1,283999,284001,130,151,0.938306,1.333333,1,2,0,0
25632,8,1,284002,284009,10,109,0.994331,0.75,2,6,0,0
25633,1,1,284010,284010,30,30,0.838009,0.0,1,0,0,0
25634,5,1,284011,284015,31,222,1.408672,1.2,1,4,0,0
25635,6,1,284016,284021,40,249,1.050645,0.666667,4,2,0,0
25636,8,1,284022,284029,0,29,1.258609,2.125,2,6,0,0
25637,13,1,284030,284042,87,306,1.102089,1.615385,5,8,0,0
25638,9,1,284043,284051,12,324,0.834176,0.111111,8,1,0,0
25639,5,1,284052,284056,42,134,0.723946,0.0,5,0,0,0
25640,5,1,284057,284061,5,118,0.752613,0.0,5,0,0,0
25641,10,1,284062,284071,29,273,0.936943,1.5,5,5,0,0
25642,7,1,284072,284078,6,128,1.194947,1.0,2,5,0,0
25643,5,1,284079,284083,19,126,0.841759,0.6,3,2,0,0
25644,2,1,284084,284085,94,95,1.446946,2.0,0,2,0,0
25645,6,1,284086,284091,4,9,1.452611,2.0,0,6,0,0
25646,4,1,284092,284095,17,241,0.982103,1.5,2,2,0,0
25647,7,1,284096,284102,7,403,1.064099,0.857143,3,4,0,0
25648,15,1,284103,284117,17,196,1.058852,1.133333,1,14,0,0
25649,1,1,284118,284118,1,1,0.800305,0.0,1,0,0,0
25650,8,1,284119,284126,49,409,1.053235,0.625,5,3,0,0
25651,6,1,284127,284132,45,50,1.388989,3.333333,0,6,0,0
25652,4,1,284133,284136,93,124,1.103737,0.5,2,2,0,0
25653,6,1,284137,284142,3,187,1.12206,0.333333,4,2,0,0
25654,7,1,284143,284149,15,67,1.15568,1.714286,1,6,0,0
25655,8,1,284150,284157,9,48,1.062432,0.875,0,8,0,0
25656,7,1,284158,284164,42,56,1.145332,1.714286,1,6,0,0
25657,5,1,284165,284169,7,76,1.01787,0.4,3,2,0,0
25658,8,1,284170,284177,162,249,1.145785,1.0,2,6,0,0
25661,9,1,284178,284186,41,272,0.853059,0.444444,5,4,0,0
25662,4,1,284187,284190,6,220,0.96488,1.5,2,2,0,0
25663,3,1,284191,284193,60,76,1.110519,1.333333,1,2,0,0
25664,5,1,284194,284198,12,110,0.976876,1.4,1,4,0,0
25665,7,1,284199,284205,32,144,0.820869,0.285714,5,2,0,0
25666,10,1,284206,284215,189,431,0.960409,0.7,5,5,0,0
25667,2,1,284216,284217,1,12,0.950009,1.0,1,1,0,0
25668,6,1,284218,284223,11,61,0.969756,0.833333,1,5,0,0
25670,14,1,284224,284237,18,284,1.226879,3.285714,2,12,0,0
25671,6,1,284238,284243,29,34,1.416985,2.0,0,6,0,0
25672,5,1,284244,284248,4,137,1.078758,0.8,1,4,0,0
25673,5,1,284249,284253,3,184,0.942,0.4,3,2,0,0
25674,21,1,284254,284274,9,1241,0.971944,0.857143,13,8,0,0
25675,15,1,284275,284289,17,135,0.997818,1.0,3,12,0,0
25676,10,1,284290,284299,7,250,0.863029,0.2,8,2,0,0
25677,2,1,284300,284301,39,127,0.771602,0.0,2,0,0,0
25679,7,1,284302,284308,18,57,1.211059,1.857143,0,7,0,0
25680,3,1,284309,284311,68,71,0.940959,0.666667,1,2,0,0
25681,3,1,284312,284314,18,48,1.338259,2.0,1,2,0,0
25682,2,1,284315,284316,38,39,1.209477,1.0,0,2,0,0
25683,14,1,284317,284330,87,429,1.000464,1.571429,5,9,0,0
25684,2,1,284331,284332,82,83,1.189583,2.0,0,2,0,0
25685,10,1,284333,284342,27,410,0.986253,0.6,6,4,0,0
25686,2,1,284343,284344,4,5,1.813989,1.0,0,2,0,0
25687,2,1,284345,284346,75,123,1.093563,0.5,1,1,0,0
25688,4,1,284347,284350,14,209,1.51303,0.75,1,3,0,0
25689,2,1,284351,284352,108,147,0.865836,0.5,1,1,0,0
25690,9,1,284353,284361,3,187,1.400939,1.333333,1,8,0,0
25691,3,1,284362,284364,4,26,1.204562,1.333333,1,2,0,0
25692,2,1,284365,284366,38,39,1.023239,1.0,0,2,0,0
25693,3,1,284367,284369,64,106,0.662635,0.0,3,0,0,0
25694,1,1,284370,284370,30,30,0.66972,0.0,1,0,0,0
25695,5,1,284371,284375,51,61,1.407343,1.8,1,4,0,0
25697,1,1,284376,284376,127,127,0.826781,0.0,1,0,0,0
25698,1,1,284377,284377,0,0,0.81393,0.0,1,0,0,0
25699,2,1,284378,284379,5,49,0.723997,0.0,2,0,0,0
25700,8,1,284380,284387,87,100,1.012471,3.0,0,8,0,0
25701,42,1,284388,284429,10,1256,0.889957,0.928571,22,20,0,0
25702,9,1,284430,284438,42,415,1.006335,0.888889,4,5,0,0
25703,7,1,284439,284445,29,138,0.809492,0.285714,5,2,0,0
25704,1,1,284446,284446,23,23,0.754247,0.0,1,0,0,0
25705,7,1,284447,284453,57,281,1.030471,1.428571,1,6,0,0
25707,6,1,284454,284459,19,137,1.053985,0.333333,4,2,0,0
25708,6,1,284460,284465,1,323,1.069524,0.5,3,3,0,0
25709,4,1,284466,284469,45,48,1.423068,1.5,0,4,0,0
25710,2,1,284470,284471,101,102,1.417104,2.0,0,2,0,0
25711,5,1,284472,284476,96,256,0.95957,0.8,2,3,0,0
25712,1,1,284477,284477,3,3,0.763229,0.0,1,0,0,0
25713,4,1,284478,284481,21,24,1.540152,1.5,0,4,0,0
25714,4,1,284482,284485,22,53,0.957408,0.5,2,2,0,0
25715,4,1,284486,284489,25,28,1.109398,2.5,0,4,0,0
25716,6,1,284490,284495,53,92,1.072296,3.333333,0,6,0,0
25717,1,1,284496,284496,28,28,0.720696,0.0,1,0,0,0
25718,3,1,284497,284499,92,168,0.69743,0.0,3,0,0,0
25719,6,1,284500,284505,1,22,1.190201,1.0,2,4,0,0
25720,2,1,284506,284507,21,22,1.407967,2.0,0,2,0,0
25721,2,1,284508,284509,50,51,1.206079,3.0,0,2,0,0
25722,6,1,284510,284515,3,66,0.943746,1.0,2,4,0,0
25723,2,1,284516,284517,84,85,1.793995,1.0,0,2,0,0
25724,5,1,284518,284522,39,249,0.850468,0.4,3,2,0,0
25725,8,1,284523,284530,10,151,1.248078,1.75,1,7,0,0
25726,2,1,284531,284532,3,4,1.487627,1.0,0,2,0,0
25727,4,1,284533,284536,50,176,0.711052,0.0,4,0,0,0
25728,5,1,284537,284541,61,208,1.110886,1.2,1,4,0,0
25729,10,1,284542,284551,116,159,0.89321,1.2,4,6,0,0
25730,3,1,284552,284554,91,373,0.873012,1.333333,1,2,0,0
25731,13,1,284555,284567,86,589,1.15012,1.230769,6,7,0,0
25732,13,1,284568,284580,61,287,1.153358,1.230769,5,8,0,0
25733,2,1,284581,284582,40,52,1.311605,0.5,1,1,0,0
25734,1,1,284583,284583,5,5,0.761478,0.0,1,0,0,0
25735,7,1,284584,284590,30,171,1.005062,0.428571,4,3,0,0
25736,7,1,284591,284597,51,222,0.892754,0.285714,5,2,0,0
25737,16,1,284598,284613,77,569,0.798221,0.625,11,5,0,0
25738,6,1,284614,284619,23,243,0.722752,0.0,6,0,0,0
25739,3,1,284620,284622,57,67,1.482913,1.333333,1,2,0,0
25740,14,1,284623,284636,32,652,1.004763,0.857143,8,6,0,0
25742,9,1,284637,284645,5,61,1.014177,0.0,1,8,0,0
25743,9,1,284646,284654,23,88,1.017591,1.333333,3,6,0,0
25744,6,1,284655,284660,41,185,0.991667,0.666667,2,4,0,0
25745,12,1,284661,284672,18,132,0.871368,1.0,6,6,0,0
25746,4,1,284673,284676,16,487,0.978668,0.75,2,2,0,0
25747,8,1,284677,284684,77,205,1.278026,2.25,0,8,0,0
25748,1,1,284685,284685,30,30,0.805921,0.0,1,0,0,0
25749,5,1,284686,284690,0,266,0.988205,0.6,3,2,0,0
25750,5,1,284691,284695,8,171,0.674946,0.0,5,0,0,0
25751,4,1,284696,284699,4,90,1.152676,1.25,1,3,0,0
25752,3,1,284700,284702,15,68,1.107273,1.666667,1,2,0,0
25753,2,1,284703,284704,7,8,1.367299,3.0,0,2,0,0
25754,3,1,284705,284707,11,46,1.558851,0.666667,1,2,0,0
25755,13,1,284708,284720,194,470,1.022471,1.615385,3,10,0,0
25756,2,1,284721,284722,37,38,1.11427,2.0,0,2,0,0
25757,5,1,284723,284727,97,278,0.828677,0.4,3,2,0,0
25758,9,1,284728,284736,29,116,1.276243,2.111111,0,9,0,0
25759,16,1,284737,284752,10,555,1.009088,0.875,9,7,0,0
25761,6,1,284753,284758,3,8,1.495566,2.0,0,6,0,0
25762,7,1,284759,284765,35,826,0.94555,0.571429,5,2,0,0
25763,4,1,284766,284769,125,144,0.939056,0.5,2,2,0,0
25764,6,1,284770,284775,99,104,1.113005,2.0,0,6,0,0
25765,16,1,284776,284791,3,283,1.039618,0.875,8,8,0,0
25766,1,1,284792,284792,13,13,1.062788,1.0,0,1,0,0
25767,10,1,284793,284802,42,417,0.870936,0.2,8,2,0,0
25768,4,1,284803,284806,33,151,0.960975,0.5,2,2,0,0
25769,9,1,284807,284815,31,294,0.696921,0.222222,8,1,0,0
25770,5,1,284816,284820,1,313,1.132798,1.0,3,2,0,0
25772,9,1,284821,284829,15,159,0.934166,1.333333,3,6,0,0
25773,8,1,284830,284837,39,336,0.891384,0.25,4,4,0,0
25774,6,1,284838,284843,14,69,1.287891,2.666667,2,4,0,0
25775,11,1,284844,284854,80,358,0.966416,1.090909,5,6,0,0
25776,2,1,284855,284856,5,6,1.605369,2.0,0,2,0,0
25778,4,1,284857,284860,19,22,1.243604,2.0,0,4,0,0
25779,7,1,284861,284867,66,214,1.111554,1.428571,3,4,0,0
25780,2,1,284868,284869,138,139,1.465583,1.0,0,2,0,0
25781,4,1,284870,284873,77,81,1.042013,1.5,0,4,0,0
25782,4,1,284874,284877,68,177,1.364782,0.5,2,2,0,0
25783,5,1,284878,284882,17,30,1.002775,1.8,1,4,0,0
25784,7,1,284883,284889,20,219,1.13122,1.142857,2,5,0,0
25785,2,1,284890,284891,15,16,1.202185,2.0,0,2,0,0
25786,4,1,284892,284895,12,15,1.288515,1.5,0,4,0,0
25787,5,1,284896,284900,20,52,1.20921,2.2,1,4,0,0
25788,2,1,284901,284902,25,26,1.64418,1.0,0,2,0,0
25789,2,1,284903,284904,6,7,1.514204,1.0,0,2,0,0
25790,2,1,284905,284906,15,16,1.386024,1.5,0,2,0,0
25791,10,1,284907,284916,88,310,1.007249,0.4,4,6,0,0
25792,7,1,284917,284923,3,20,1.245541,2.714286,1,6,0,0
25793,4,1,284924,284927,1,4,1.55231,1.5,0,4,0,0
25794,4,1,284928,284931,0,142,1.393411,0.5,1,3,0,0
25795,2,1,284932,284933,132,133,1.076856,1.0,0,2,0,0
25796,10,1,284934,284943,16,176,1.270896,1.4,4,6,0,0
25797,11,1,284944,284954,12,314,1.017579,1.181818,4,7,0,0
25798,7,1,284955,284961,24,121,1.328407,1.142857,3,4,0,0
25799,3,1,284962,284964,78,124,1.389434,0.666667,1,2,0,0
25800,2,1,284965,284966,15,16,1.333542,2.0,0,2,0,0
25801,10,1,284967,284976,1,195,0.961402,1.0,6,4,0,0
25802,10,1,284977,284986,79,114,1.410671,4.0,0,10,0,0
25803,17,1,284987,285003,14,279,1.397174,1.411765,3,14,0,0
25804,14,1,285004,285017,0,210,1.10391,1.0,4,10,0,0
25805,5,1,285018,285022,2,69,1.29313,0.8,3,2,0,0
25806,8,1,285023,285030,12,183,1.144328,1.5,1,7,0,0
25807,6,1,285031,285036,43,99,1.198977,1.333333,0,6,0,0
25808,4,1,285037,285040,92,97,1.018434,3.0,0,4,0,0
25809,2,1,285041,285042,2,3,1.232534,1.0,0,2,0,0
25810,6,1,285043,285048,10,36,1.154955,1.833333,0,6,0,0
25811,8,1,285049,285056,50,112,1.414493,1.875,1,7,0,0
25812,2,1,285057,285058,27,101,0.804475,0.0,2,0,0,0
25813,6,1,285059,285064,14,139,0.90774,0.333333,4,2,0,0
25815,9,1,285065,285073,1,155,1.074582,0.555556,2,7,0,0
25816,3,1,285074,285076,22,40,1.507846,1.0,0,3,0,0
25817,2,1,285077,285078,3,4,1.148966,1.0,0,2,0,0
25818,5,1,285079,285083,16,95,1.012711,0.6,2,3,0,0
25819,6,1,285084,285089,7,51,1.34035,2.333333,2,4,0,0
25820,15,1,285090,285104,6,151,1.233695,1.6,2,13,0,0
25821,3,1,285105,285107,10,27,1.404018,0.666667,1,2,0,0
25822,4,1,285108,285111,1,4,1.63588,1.5,0,4,0,0
25823,1,1,285112,285112,3,3,0.762568,0.0,1,0,0,0
25824,2,1,285113,285114,41,42,1.735471,1.0,0,2,0,0
25825,2,1,285115,285116,8,9,1.697412,1.0,0,2,0,0
25826,2,1,285117,285118,22,23,1.414968,2.0,0,2,0,0
25827,4,1,285119,285122,5,33,1.33589,0.5,2,2,0,0
25828,8,1,285123,285130,8,226,1.113655,0.625,3,5,0,0
25829,4,1,285131,285134,15,37,1.120399,1.0,1,3,0,0
25830,8,1,285135,285142,47,123,1.242995,2.25,2,6,0,0
25831,2,1,285143,285144,25,103,0.749918,0.0,2,0,0,0
25832,3,1,285145,285147,1,24,1.447458,0.666667,1,2,0,0
25833,8,1,285148,285155,10,28,1.332092,3.5,0,8,0,0
25835,15,1,285156,285170,27,227,1.043736,0.466667,7,8,0,0
25837,3,1,285171,285173,42,52,1.352848,0.666667,1,2,0,0
25839,4,1,285174,285177,20,33,0.926428,0.5,2,2,0,0
25840,7,1,285178,285184,108,345,0.914753,0.428571,4,3,0,0
25841,3,1,285185,285187,11,106,1.068081,1.333333,1,2,0,0
25842,14,1,285188,285201,33,147,1.200871,1.0,2,12,0,0
25843,12,1,285202,285213,92,146,1.136336,2.583333,2,10,0,0
25844,6,1,285214,285219,119,250,1.067499,1.0,2,4,0,0
25845,5,1,285220,285224,48,54,1.463809,1.2,1,4,0,0
25846,17,1,285225,285241,0,215,1.148381,1.470588,6,11,0,0
25848,5,1,285242,285246,106,227,1.222925,0.8,1,4,0,0
25849,8,1,285247,285254,75,135,1.259847,1.375,1,7,0,0
25851,10,1,285255,285264,23,234,1.087357,0.6,3,7,0,0
25852,5,1,285265,285269,4,105,1.101392,0.6,2,3,0,0
25853,2,1,285270,285271,95,96,1.322651,1.0,0,2,0,0
25854,2,1,285272,285273,94,95,1.154047,1.5,0,2,0,0
25855,10,1,285274,285283,44,112,1.323293,2.1,1,9,0,0
25856,3,1,285284,285286,9,33,1.487643,0.666667,1,2,0,0
25857,13,1,285287,285299,53,147,1.090851,1.846154,3,10,0,0
25858,1,1,285300,285300,12,12,0.721595,0.0,1,0,0,0
25859,7,1,285301,285307,64,232,1.088949,0.571429,3,4,0,0
25860,8,1,285308,285315,111,227,1.060647,0.25,4,4,0,0
25861,14,1,285316,285329,1,166,1.104268,2.357143,1,13,0,0
25862,4,1,285330,285333,38,94,0.979984,1.25,1,3,0,0
25863,1,1,285334,285334,74,74,0.845851,0.0,1,0,0,0
25864,14,1,285335,285348,86,228,1.143646,0.857143,2,12,0,0
25865,6,1,285349,285354,90,95,1.38113,3.5,0,6,0,0
25866,12,1,285355,285366,68,196,1.143371,1.666667,3,9,0,0
25867,6,1,285367,285372,4,77,1.073728,2.0,2,4,0,0
25868,14,1,285373,285386,47,71,1.184576,3.5,0,14,0,0
25869,7,1,285387,285393,0,310,0.901905,0.714286,4,3,0,0
25870,7,1,285394,285400,24,96,1.193918,1.714286,1,6,0,0
25871,2,1,285401,285402,20,24,0.865391,0.0,2,0,0,0
25872,4,1,285403,285406,7,46,1.188263,0.5,2,2,0,0
25873,4,1,285407,285410,16,19,1.546284,1.5,0,4,0,0
25874,6,1,285411,285416,1,65,0.841084,0.333333,4,2,0,0
25875,2,1,285417,285418,7,8,1.630063,3.0,0,2,0,0
25876,11,1,285419,285429,13,169,1.110454,1.090909,4,7,0,0
25877,5,1,285430,285434,74,209,0.67205,0.0,5,0,0,0
25878,7,1,285435,285441,86,296,0.782357,0.285714,5,2,0,0
25879,8,1,285442,285449,1,193,1.113004,1.375,4,4,0,0
25880,12,1,285450,285461,27,170,1.081163,1.166667,4,8,0,0
25881,2,1,285462,285463,11,12,1.159365,1.0,0,2,0,0
25882,2,1,285464,285465,0,85,0.729027,0.0,2,0,0,0
25883,3,1,285466,285468,59,263,0.984046,1.333333,1,2,0,0
25884,6,1,285469,285474,18,197,1.254681,0.833333,2,4,0,0
25885,6,1,285475,285480,45,50,1.550392,3.0,0,6,0,0
25886,4,1,285481,285484,165,269,1.22869,0.5,2,2,0,0
25887,8,1,285485,285492,7,277,1.014598,0.75,4,4,0,0
25888,1,1,285493,285493,25,25,0.756032,0.0,1,0,0,0
25889,9,1,285494,285502,17,96,1.289106,1.555556,1,8,0,0
25890,5,1,285503,285507,22,703,1.171764,0.6,2,3,0,0
25891,2,1,285508,285509,38,39,1.27296,1.0,0,2,0,0
25892,7,1,285510,285516,69,102,1.312174,2.571429,1,6,0,0
25893,7,1,285517,285523,0,126,1.324159,2.0,1,6,0,0
25894,5,1,285524,285528,23,52,1.550039,1.4,0,5,0,0
25895,3,1,285529,285531,14,47,0.67483,0.0,3,0,0,0
25896,9,1,285532,285540,52,283,1.095899,0.555556,5,4,0,0
25897,8,1,285541,285548,167,265,1.026872,1.375,3,5,0,0
25898,5,1,285549,285553,40,46,1.447524,1.2,1,4,0,0
